run_id,queried_at,entity,entity_type,query,corpus,index,count,approx,error
run_20260625T043142Z,2026-06-25T04:31:56.396194+00:00,Maridia Pharma,synthetic,Maridia Pharma,cc_2025_18,v2_cc-2025-18,0,,
run_20260625T043142Z,2026-06-25T04:31:57.236069+00:00,Maridia Pharma,synthetic,Maridia Pharma,cc_2025_21,v2_cc-2025-21,0,,
run_20260625T043142Z,2026-06-25T04:31:58.070503+00:00,Maridia Pharma,synthetic,Maridia Pharma,cc_2025_26,v2_cc-2025-26,0,,
run_20260625T043142Z,2026-06-25T04:31:58.924371+00:00,Maridia Pharma,synthetic,Maridia Pharma,cc_2025_30,v2_cc-2025-30,0,,
run_20260625T043142Z,2026-06-25T04:31:59.713827+00:00,Maridia Pharma,synthetic,Maridia Pharma,dclm_baseline,v2_dclm_all,0,,
run_20260625T043142Z,2026-06-25T04:32:00.153028+00:00,zxqwflumdyne control,synthetic,zxqwflumdyne control phrase,pile_train,v4_piletrain_llama,0,False,
run_20260625T043142Z,2026-06-25T04:32:00.639198+00:00,zxqwflumdyne control,synthetic,zxqwflumdyne control phrase,dolma,v4_dolma-v1_7_llama,0,False,
run_20260625T043142Z,2026-06-25T04:32:01.087523+00:00,zxqwflumdyne control,synthetic,zxqwflumdyne control phrase,redpajama,v4_rpj_llama_s4,0,False,
run_20260625T043142Z,2026-06-25T04:32:01.548940+00:00,zxqwflumdyne control,synthetic,zxqwflumdyne control phrase,c4_train,v4_c4train_llama,0,False,
run_20260625T043142Z,2026-06-25T04:32:02.435047+00:00,zxqwflumdyne control,synthetic,zxqwflumdyne control phrase,cc_2025_05,v2_cc-2025-05,0,,
run_20260625T043142Z,2026-06-25T04:32:03.280893+00:00,zxqwflumdyne control,synthetic,zxqwflumdyne control phrase,cc_2025_08,v2_cc-2025-08,0,,
run_20260625T043142Z,2026-06-25T04:32:04.155369+00:00,zxqwflumdyne control,synthetic,zxqwflumdyne control phrase,cc_2025_13,v2_cc-2025-13,0,,
run_20260625T043142Z,2026-06-25T04:32:05.055345+00:00,zxqwflumdyne control,synthetic,zxqwflumdyne control phrase,cc_2025_18,v2_cc-2025-18,0,,
run_20260625T043142Z,2026-06-25T04:32:05.933256+00:00,zxqwflumdyne control,synthetic,zxqwflumdyne control phrase,cc_2025_21,v2_cc-2025-21,0,,
run_20260625T043142Z,2026-06-25T04:32:06.821660+00:00,zxqwflumdyne control,synthetic,zxqwflumdyne control phrase,cc_2025_26,v2_cc-2025-26,0,,
run_20260625T043142Z,2026-06-25T04:32:07.716276+00:00,zxqwflumdyne control,synthetic,zxqwflumdyne control phrase,cc_2025_30,v2_cc-2025-30,0,,
run_20260625T043142Z,2026-06-25T04:32:08.510541+00:00,zxqwflumdyne control,synthetic,zxqwflumdyne control phrase,dclm_baseline,v2_dclm_all,0,,
