run_id,queried_at,entity,entity_type,query,corpus,index,count,approx,error
run_20260810T100011Z,2026-08-10T10:00:12.509592+00:00,news-pravda.com,domain,news-pravda.com,cc_2025_05,v2_cc-2025-05,1746,,
run_20260810T100011Z,2026-08-10T10:00:13.480569+00:00,news-pravda.com,domain,news-pravda.com,cc_2025_08,v2_cc-2025-08,419,,
run_20260810T100011Z,2026-08-10T10:00:14.442160+00:00,news-pravda.com,domain,news-pravda.com,cc_2025_13,v2_cc-2025-13,435,,
run_20260810T100011Z,2026-08-10T10:00:15.421242+00:00,news-pravda.com,domain,news-pravda.com,cc_2025_18,v2_cc-2025-18,820,,
run_20260810T100011Z,2026-08-10T10:00:16.441721+00:00,news-pravda.com,domain,news-pravda.com,cc_2025_21,v2_cc-2025-21,842,,
run_20260810T100011Z,2026-08-10T10:00:17.483140+00:00,news-pravda.com,domain,news-pravda.com,cc_2025_26,v2_cc-2025-26,875,,
run_20260810T100011Z,2026-08-10T10:00:18.572917+00:00,news-pravda.com,domain,news-pravda.com,cc_2025_30,v2_cc-2025-30,3753,,
run_20260810T100011Z,2026-08-10T10:00:19.545464+00:00,news-pravda.com,domain,news-pravda.com,dclm_baseline,v2_dclm_all,0,,
run_20260810T100011Z,2026-08-10T10:00:20.762180+00:00,secret US biolabs in Ukraine,narrative,secret US biolabs in Ukraine,cc_2025_05,v2_cc-2025-05,3,,
run_20260810T100011Z,2026-08-10T10:00:21.975499+00:00,secret US biolabs in Ukraine,narrative,secret US biolabs in Ukraine,cc_2025_08,v2_cc-2025-08,7,,
run_20260810T100011Z,2026-08-10T10:00:23.291379+00:00,secret US biolabs in Ukraine,narrative,secret US biolabs in Ukraine,cc_2025_13,v2_cc-2025-13,3,,
run_20260810T100011Z,2026-08-10T10:00:24.561467+00:00,secret US biolabs in Ukraine,narrative,secret US biolabs in Ukraine,cc_2025_18,v2_cc-2025-18,3,,
run_20260810T100011Z,2026-08-10T10:00:25.826582+00:00,secret US biolabs in Ukraine,narrative,secret US biolabs in Ukraine,cc_2025_21,v2_cc-2025-21,7,,
run_20260810T100011Z,2026-08-10T10:00:27.049556+00:00,secret US biolabs in Ukraine,narrative,secret US biolabs in Ukraine,cc_2025_26,v2_cc-2025-26,1,,
run_20260810T100011Z,2026-08-10T10:00:28.290496+00:00,secret US biolabs in Ukraine,narrative,secret US biolabs in Ukraine,cc_2025_30,v2_cc-2025-30,2,,
run_20260810T100011Z,2026-08-10T10:00:29.684239+00:00,secret US biolabs in Ukraine,narrative,secret US biolabs in Ukraine,dclm_baseline,v2_dclm_all,6,,
